"id","loyalty_status","purchase_frequency","purchase_amount","product_category"
53542,"Silver","frequent",15270,"Electronics"
53543,"Regular","frequent",1902,"Health"
53544,"Regular","rare",7537,"Electronics"
53545,"Regular","frequent",13870,"Books"
53546,"Silver","occasional",8556,"Books"
53547,"Regular","rare",4753,"Beauty"
53548,"Regular","frequent",3657,"Clothing"
53549,"Silver","rare",7028,"Clothing"
53550,"Regular","frequent",2467,"Clothing"
53551,"Silver","frequent",6497,"Home"
53552,"Regular","occasional",6700,"Health"
53553,"Regular","rare",5049,"Health"
53554,"Regular","rare",17167,"Health"
53555,"Regular","rare",5440,"Health"
53556,"Gold","rare",4306,"Clothing"
53557,"Silver","rare",5266,"Electronics"
53558,"Regular","rare",14802,"Clothing"
53559,"Silver","rare",6943,"Clothing"
53560,"Regular","rare",7143,"Electronics"
53561,"Regular","rare",8407,"Clothing"
53562,"Silver","frequent",10285,"Books"
53563,"Regular","occasional",11741,"Electronics"
53564,"Regular","occasional",7596,"Food"
53565,"Regular","frequent",8357,"Clothing"
53566,"Regular","rare",12870,"Electronics"
53567,"Silver","rare",10114,"Books"
53568,"Silver","rare",12603,"Electronics"
53569,"Silver","frequent",17068,"Health"
53570,"Silver","occasional",7358,"Electronics"
53571,"Regular","occasional",20102,"Home"
53572,"Gold","rare",4312,"Food"
53573,"Regular","frequent",12995,"Clothing"
53574,"Silver","rare",8138,"Food"
53575,"Regular","frequent",10360,"Electronics"
53576,"Regular","rare",16536,"Food"
53577,"Regular","rare",11411,"Books"
53578,"Regular","frequent",8880,"Beauty"
53579,"Regular","rare",6779,"Clothing"
53580,"Silver","occasional",4646,"Electronics"
53581,"Regular","frequent",2649,"Books"
53582,"Regular","rare",13352,"Clothing"
53583,"Silver","occasional",11798,"Health"
53584,"Regular","rare",10082,"Home"
53585,"Regular","rare",11565,"Clothing"
53586,"Silver","rare",8823,"Health"
53587,"Regular","rare",7035,"Health"
53588,"Silver","occasional",19426,"Books"
53589,"Silver","rare",8096,"Electronics"
53590,"Silver","occasional",14338,"Electronics"
53591,"Regular","rare",9205,"Electronics"
53592,"Silver","occasional",3074,"Home"
53593,"Regular","rare",1903,"Health"
53594,"Regular","occasional",12029,"Electronics"
53595,"Silver","frequent",2557,"Health"
53596,"Regular","frequent",11820,"Food"
53597,"Regular","rare",10365,"Food"
53598,"Regular","occasional",13862,"Health"
53599,"Regular","rare",3519,"Health"
53600,"Regular","rare",5294,"Electronics"
53601,"Regular","rare",13701,"Books"
53602,"Regular","frequent",5414,"Beauty"
53603,"Silver","occasional",13078,"Clothing"
53604,"Silver","occasional",5729,"Electronics"
53605,"Regular","occasional",5317,"Books"
53606,"Regular","occasional",15127,"Electronics"
53607,"Silver","frequent",11642,"Food"
53608,"Gold","rare",13272,"Electronics"
53609,"Silver","rare",5063,"Clothing"
53610,"Regular","rare",15586,"Electronics"
53611,"Silver","rare",7689,"Books"
53612,"Regular","rare",13513,"Food"
53613,"Silver","occasional",12350,"Electronics"
53614,"Silver","occasional",10597,"Health"
53615,"Gold","frequent",6962,"Food"
53616,"Silver","rare",8176,"Health"
53617,"Regular","rare",13500,"Health"
53618,"Silver","occasional",16985,"Electronics"
53619,"Silver","frequent",6327,"Electronics"
53620,"Silver","rare",7674,"Clothing"
53621,"Gold","frequent",3380,"Electronics"
53622,"Regular","rare",13754,"Electronics"
53623,"Regular","rare",2604,"Clothing"
53624,"Regular","frequent",10438,"Clothing"
53625,"Regular","occasional",20051,"Electronics"
53626,"Regular","rare",3211,"Clothing"
53627,"Silver","occasional",6412,"Electronics"
53628,"Regular","occasional",15783,"Clothing"
53629,"Regular","rare",2599,"Electronics"
53630,"Regular","frequent",5385,"Clothing"
53631,"Regular","occasional",1867,"Clothing"
53632,"Regular","frequent",5495,"Home"
53633,"Regular","occasional",11148,"Electronics"
53634,"Silver","rare",9849,"Books"
53635,"Silver","occasional",3780,"Health"
53636,"Regular","frequent",2636,"Clothing"
53637,"Regular","rare",2002,"Electronics"
53638,"Regular","rare",13533,"Clothing"
53639,"Regular","rare",15649,"Electronics"
53640,"Silver","occasional",2668,"Clothing"
53641,"Regular","rare",6111,"Electronics"
53642,"Silver","frequent",19537,"Books"
53643,"Silver","rare",8061,"Books"
53644,"Silver","occasional",18031,"Food"
53645,"Silver","occasional",15889,"Books"
53646,"Silver","occasional",14591,"Books"
53647,"Regular","rare",16743,"Books"
53648,"Silver","rare",4162,"Electronics"
53649,"Regular","rare",6709,"Electronics"
53650,"Regular","frequent",18259,"Beauty"
53651,"Silver","occasional",12250,"Books"
53652,"Regular","frequent",10694,"Food"
53653,"Regular","rare",11112,"Books"
53654,"Regular","frequent",4464,"Electronics"
53655,"Regular","rare",13466,"Electronics"
53656,"Regular","occasional",12300,"Clothing"
53657,"Regular","rare",10534,"Electronics"
53658,"Silver","rare",6646,"Electronics"
53659,"Regular","rare",15831,"Clothing"
53660,"Silver","occasional",7119,"Food"
53661,"Gold","occasional",12589,"Books"
53662,"Regular","occasional",14952,"Beauty"
53663,"Regular","rare",3792,"Books"
53664,"Regular","rare",3491,"Clothing"
53665,"Silver","occasional",14783,"Electronics"
53666,"Silver","rare",10125,"Beauty"
53667,"Regular","rare",12975,"Clothing"
53668,"Regular","rare",6562,"Health"
53669,"Regular","rare",4369,"Electronics"
53670,"Regular","frequent",14484,"Clothing"
53671,"Regular","rare",7710,"Clothing"
53672,"Regular","rare",12228,"Electronics"
53673,"Regular","frequent",15571,"Home"
53674,"Regular","occasional",11653,"Clothing"
53675,"Silver","rare",14705,"Food"
53676,"Regular","rare",8481,"Clothing"
53677,"Silver","rare",8231,"Health"
53678,"Regular","rare",8829,"Electronics"
53679,"Regular","frequent",7790,"Home"
53680,"Regular","rare",7209,"Books"
53681,"Silver","rare",3869,"Books"
53682,"Silver","rare",4744,"Home"
53683,"Regular","occasional",18312,"Food"
53684,"Regular","rare",8815,"Electronics"
53685,"Regular","rare",9587,"Beauty"
53686,"Silver","occasional",2928,"Electronics"
53687,"Regular","frequent",7983,"Electronics"
53688,"Silver","occasional",2429,"Electronics"
53689,"Regular","frequent",2644,"Health"
53690,"Regular","rare",12428,"Books"
53691,"Regular","rare",11071,"Electronics"
53692,"Regular","rare",10847,"Health"
53693,"Regular","occasional",8573,"Books"
53694,"Regular","occasional",7096,"Beauty"
53695,"Regular","rare",10807,"Electronics"
53696,"Regular","rare",8250,"Health"
53697,"Regular","rare",2562,"Clothing"
53698,"Regular","frequent",2299,"Books"
53699,"Regular","occasional",5729,"Clothing"
53700,"Regular","rare",10178,"Electronics"
53701,"Regular","rare",17775,"Electronics"
53702,"Silver","occasional",8495,"Clothing"
53703,"Regular","rare",11015,"Clothing"
53704,"Regular","rare",1778,"Electronics"
53705,"Silver","occasional",10685,"Electronics"
53706,"Gold","occasional",17038,"Beauty"
53707,"Regular","occasional",4047,"Books"
53708,"Regular","frequent",9916,"Health"
53709,"Regular","frequent",5877,"Books"
53710,"Regular","rare",13944,"Electronics"
53711,"Regular","occasional",15243,"Food"
53712,"Silver","occasional",12912,"Electronics"
53713,"Regular","occasional",5345,"Health"
53714,"Silver","rare",9385,"Books"
53715,"Regular","rare",14352,"Food"
53716,"Regular","occasional",5784,"Food"
53717,"Regular","occasional",13435,"Health"
53718,"Silver","occasional",2472,"Beauty"
53719,"Regular","occasional",16080,"Beauty"
53720,"Regular","occasional",6071,"Electronics"
53721,"Regular","frequent",13765,"Books"
53722,"Gold","frequent",11618,"Food"
53723,"Silver","frequent",13623,"Clothing"
53724,"Silver","rare",2839,"Electronics"
53725,"Regular","rare",22496,"Food"
53726,"Regular","rare",5405,"Books"
53727,"Silver","rare",13468,"Clothing"
53728,"Regular","rare",3078,"Electronics"
53729,"Regular","rare",12714,"Books"
53730,"Regular","occasional",11682,"Clothing"
53731,"Gold","occasional",3221,"Food"
53732,"Silver","rare",11748,"Electronics"
53733,"Silver","rare",12716,"Clothing"
53734,"Silver","frequent",7699,"Electronics"
53735,"Regular","occasional",8691,"Clothing"
53736,"Silver","rare",15289,"Electronics"
53737,"Regular","rare",11142,"Health"
53738,"Silver","frequent",11464,"Beauty"
53739,"Gold","rare",5552,"Electronics"
53740,"Silver","frequent",10940,"Books"
53741,"Regular","frequent",10453,"Clothing"
53742,"Regular","rare",17552,"Electronics"
53743,"Regular","rare",12654,"Books"
53744,"Gold","occasional",11929,"Books"
53745,"Gold","rare",11201,"Health"
53746,"Silver","occasional",7101,"Clothing"
53747,"Regular","occasional",7039,"Books"
53748,"Regular","rare",8912,"Beauty"
53749,"Regular","rare",8411,"Food"
53750,"Silver","occasional",13603,"Food"
53751,"Regular","occasional",13760,"Books"
53752,"Gold","occasional",18375,"Books"
53753,"Regular","rare",2410,"Food"
53754,"Regular","frequent",12805,"Health"
53755,"Regular","frequent",4984,"Clothing"
53756,"Regular","occasional",5123,"Clothing"
53757,"Silver","occasional",2186,"Clothing"
53758,"Regular","frequent",11048,"Electronics"
53759,"Silver","occasional",9618,"Health"
53760,"Regular","rare",3530,"Home"
53761,"Regular","rare",7221,"Clothing"
53762,"Silver","rare",17210,"Home"
53763,"Regular","rare",13941,"Food"
53764,"Regular","rare",16526,"Clothing"
53765,"Silver","rare",9011,"Electronics"
53766,"Silver","rare",1883,"Electronics"
53767,"Silver","rare",2135,"Food"
53768,"Regular","frequent",6573,"Electronics"
53769,"Regular","occasional",11675,"Clothing"
53770,"Regular","occasional",16436,"Food"
53771,"Regular","rare",13788,"Clothing"
53772,"Regular","frequent",12747,"Food"
53773,"Regular","rare",11793,"Books"
53774,"Gold","rare",10720,"Electronics"
53775,"Regular","rare",11540,"Food"
53776,"Regular","rare",7687,"Clothing"
53777,"Silver","rare",9323,"Books"
53778,"Regular","rare",2628,"Electronics"
53779,"Regular","frequent",5548,"Beauty"
53780,"Regular","frequent",8634,"Food"
53781,"Regular","frequent",12844,"Health"
53782,"Regular","rare",10308,"Electronics"
53783,"Regular","rare",12006,"Health"
53784,"Regular","occasional",14830,"Electronics"
53785,"Silver","rare",13782,"Beauty"
53786,"Regular","occasional",3529,"Health"
53787,"Regular","occasional",9907,"Electronics"
53788,"Regular","occasional",4337,"Electronics"
53789,"Regular","rare",2202,"Books"
53790,"Silver","frequent",15720,"Health"
53791,"Regular","rare",6740,"Clothing"
53792,"Regular","frequent",6317,"Electronics"
53793,"Silver","frequent",10113,"Electronics"
53794,"Regular","occasional",10331,"Electronics"
53795,"Regular","occasional",10339,"Home"
53796,"Silver","frequent",11344,"Food"
53797,"Regular","rare",14849,"Health"
53798,"Silver","rare",8645,"Clothing"
53799,"Regular","frequent",5637,"Electronics"
53800,"Regular","frequent",6808,"Books"
53801,"Regular","rare",3753,"Food"
53802,"Gold","rare",18622,"Books"
53803,"Silver","rare",4287,"Clothing"
53804,"Regular","rare",18064,"Electronics"
53805,"Silver","rare",6040,"Food"
53806,"Silver","frequent",12738,"Electronics"
53807,"Silver","rare",4892,"Beauty"
53808,"Regular","rare",12258,"Books"
53809,"Regular","rare",5739,"Beauty"
53810,"Regular","occasional",7610,"Electronics"
53811,"Silver","occasional",10002,"Electronics"
53812,"Gold","frequent",6019,"Health"
53813,"Gold","rare",9873,"Health"
53814,"Silver","rare",13320,"Food"
53815,"Gold","frequent",7789,"Clothing"
53816,"Regular","frequent",11974,"Books"
53817,"Regular","rare",13754,"Electronics"
53818,"Silver","rare",9599,"Food"
53819,"Regular","rare",6210,"Clothing"
53820,"Regular","occasional",14792,"Food"
53821,"Gold","rare",14078,"Home"
53822,"Regular","rare",3173,"Food"
53823,"Regular","frequent",6878,"Electronics"
53824,"Regular","rare",13284,"Clothing"
53825,"Silver","rare",10138,"Books"
53826,"Regular","occasional",15238,"Electronics"
53827,"Regular","rare",12394,"Beauty"
53828,"Regular","rare",6096,"Books"
53829,"Silver","frequent",19265,"Food"
53830,"Silver","frequent",10951,"Electronics"
53831,"Regular","rare",11994,"Clothing"
53832,"Regular","rare",16270,"Electronics"
53833,"Gold","rare",2436,"Books"
53834,"Regular","rare",17047,"Home"
53835,"Regular","occasional",5608,"Clothing"
53836,"Silver","rare",5473,"Health"
53837,"Silver","rare",15019,"Electronics"
53838,"Silver","occasional",7545,"Electronics"
53839,"Regular","rare",7042,"Electronics"
53840,"Regular","rare",6392,"Electronics"
53841,"Regular","occasional",11569,"Clothing"
53842,"Regular","rare",2283,"Food"
53843,"Regular","frequent",4721,"Clothing"
53844,"Regular","occasional",15477,"Books"
53845,"Regular","occasional",9966,"Clothing"
53846,"Silver","rare",18821,"Food"
53847,"Silver","rare",6244,"Clothing"
53848,"Regular","rare",9515,"Electronics"
53849,"Regular","rare",11778,"Electronics"
53850,"Regular","occasional",3740,"Electronics"
53851,"Regular","rare",13491,"Clothing"
53852,"Silver","rare",8189,"Food"
53853,"Regular","frequent",14461,"Food"
53854,"Regular","frequent",2611,"Home"
53855,"Regular","rare",12849,"Health"
53856,"Regular","rare",5005,"Books"
53857,"Regular","occasional",14705,"Clothing"
53858,"Regular","occasional",5431,"Food"
53859,"Gold","occasional",16984,"Clothing"
53860,"Silver","occasional",15477,"Food"
53861,"Regular","rare",9686,"Home"
53862,"Regular","frequent",11464,"Electronics"
53863,"Regular","occasional",11002,"Beauty"
53864,"Regular","rare",17491,"Electronics"
53865,"Regular","rare",15023,"Food"
53866,"Regular","rare",10477,"Books"
53867,"Regular","rare",7352,"Clothing"
53868,"Silver","rare",7418,"Electronics"
53869,"Regular","frequent",3025,"Electronics"
53870,"Silver","rare",3328,"Beauty"
53871,"Regular","occasional",9537,"Food"
53872,"Regular","rare",4739,"Electronics"
53873,"Regular","frequent",17378,"Health"
53874,"Silver","frequent",7325,"Food"
53875,"Regular","rare",10193,"Electronics"
53876,"Regular","rare",9799,"Food"
53877,"Regular","rare",10831,"Electronics"
53878,"Regular","occasional",11943,"Electronics"
53879,"Gold","rare",6034,"Food"
53880,"Silver","rare",10753,"Electronics"
53881,"Regular","rare",16777,"Health"
53882,"Regular","frequent",7128,"Home"
53883,"Regular","occasional",13492,"Electronics"
53884,"Gold","rare",4090,"Books"
53885,"Silver","rare",2700,"Food"
53886,"Gold","rare",13102,"Health"
53887,"Regular","frequent",11188,"Electronics"
53888,"Regular","rare",2698,"Home"
53889,"Regular","rare",11801,"Health"
53890,"Regular","occasional",13948,"Books"
53891,"Regular","rare",1728,"Clothing"
53892,"Regular","frequent",4907,"Health"
53893,"Silver","rare",11979,"Electronics"
53894,"Regular","rare",8507,"Food"
53895,"Gold","rare",4868,"Food"
53896,"Regular","occasional",11937,"Health"
53897,"Regular","frequent",5238,"Food"
53898,"Regular","occasional",13162,"Books"
53899,"Regular","rare",3733,"Electronics"
53900,"Regular","occasional",6349,"Beauty"
53901,"Regular","occasional",9813,"Electronics"
53902,"Regular","occasional",12722,"Electronics"
53903,"Regular","rare",12082,"Electronics"
53904,"Regular","occasional",4033,"Books"
53905,"Regular","rare",16441,"Books"
53906,"Gold","rare",8571,"Clothing"
53907,"Regular","frequent",2611,"Books"
53908,"Regular","rare",7535,"Clothing"
53909,"Regular","occasional",11900,"Books"
53910,"Gold","rare",5833,"Electronics"
53911,"Regular","occasional",14220,"Electronics"
53912,"Regular","rare",6838,"Electronics"
53913,"Regular","rare",14287,"Health"
53914,"Regular","rare",2342,"Electronics"
53915,"Regular","occasional",6306,"Electronics"
53916,"Regular","rare",15579,"Clothing"
53917,"Regular","occasional",8396,"Clothing"
53918,"Gold","rare",3966,"Health"
53919,"Gold","frequent",14720,"Clothing"
53920,"Regular","occasional",11908,"Electronics"
53921,"Regular","occasional",10964,"Books"
53922,"Regular","rare",10337,"Food"
53923,"Gold","frequent",7029,"Food"
53924,"Regular","rare",10409,"Health"
53925,"Regular","rare",10320,"Clothing"
53926,"Regular","rare",4249,"Electronics"
53927,"Gold","occasional",5556,"Electronics"
53928,"Regular","frequent",5355,"Health"
53929,"Regular","frequent",5869,"Food"
53930,"Silver","occasional",6298,"Electronics"
53931,"Silver","rare",3646,"Books"
53932,"Regular","occasional",4414,"Home"
53933,"Regular","occasional",3392,"Food"
53934,"Regular","occasional",7969,"Electronics"
53935,"Silver","occasional",6723,"Food"
53936,"Regular","rare",22527,"Electronics"
53937,"Silver","rare",9673,"Food"
53938,"Regular","frequent",14756,"Clothing"
53939,"Regular","rare",14125,"Health"
53940,"Silver","occasional",10522,"Clothing"
53941,"Regular","rare",9543,"Electronics"
53942,"Regular","rare",6223,"Beauty"
53943,"Regular","rare",13781,"Clothing"
53944,"Regular","rare",7259,"Electronics"
53945,"Regular","frequent",5807,"Electronics"
53946,"Regular","rare",8190,"Electronics"
53947,"Regular","rare",2385,"Food"
53948,"Gold","frequent",3168,"Electronics"
53949,"Regular","occasional",10848,"Books"
53950,"Regular","occasional",5796,"Books"
53951,"Regular","rare",21487,"Electronics"
53952,"Regular","rare",15354,"Electronics"
53953,"Silver","occasional",10461,"Food"
53954,"Silver","occasional",6496,"Home"
53955,"Regular","rare",15687,"Beauty"
53956,"Regular","rare",8236,"Electronics"
53957,"Silver","occasional",17551,"Food"
53958,"Regular","occasional",3608,"Clothing"
53959,"Regular","frequent",17274,"Food"
53960,"Regular","rare",13679,"Food"
53961,"Regular","rare",8863,"Electronics"
53962,"Regular","occasional",8994,"Clothing"
53963,"Regular","rare",10814,"Food"
53964,"Regular","occasional",5183,"Clothing"
53965,"Gold","rare",9509,"Electronics"
